device=cpu
step=0 max_u=1.0000e+00 c_mean=3.1689e-02 c_y=3.1689e-02 c_m=0.0000e+00 g_mean=6.3379e-05 p_mean=0.0303 tgf_mean=0.1000 chemo_mean=0.0002 smad_mean=0.0240 erk_mean=0.0940 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=180 max_u=1.0000e+00 c_mean=1.5670e+01 c_y=6.7465e+00 c_m=8.9239e+00 g_mean=2.7762e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7788 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8403 ac_align_x=0.9154 model=linear
step=190 max_u=1.0000e+00 c_mean=1.6408e+01 c_y=6.8181e+00 c_m=9.5900e+00 g_mean=3.0687e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0165 smad_mean=0.7788 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8513 ac_align_x=0.9231 model=linear
step=200 max_u=1.0000e+00 c_mean=1.7127e+01 c_y=6.8738e+00 c_m=1.0253e+01 g_mean=3.3728e+00 p_mean=0.5255 tgf_mean=1.0000 chemo_mean=0.0168 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8617 ac_align_x=0.9303 model=linear
step=210 max_u=1.0000e+00 c_mean=1.7832e+01 c_y=6.9202e+00 c_m=1.0912e+01 g_mean=3.6879e+00 p_mean=0.5255 tgf_mean=1.0000 chemo_mean=0.0170 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8717 ac_align_x=0.9373 model=linear
step=220 max_u=1.0000e+00 c_mean=1.8530e+01 c_y=6.9651e+00 c_m=1.1565e+01 g_mean=4.0139e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0171 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8819 ac_align_x=0.9437 model=linear
step=230 max_u=1.0000e+00 c_mean=1.9215e+01 c_y=7.0017e+00 c_m=1.2213e+01 g_mean=4.3505e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0171 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8922 ac_align_x=0.9484 model=linear
step=240 max_u=1.0000e+00 c_mean=1.9881e+01 c_y=7.0262e+00 c_m=1.2855e+01 g_mean=4.6971e+00 p_mean=0.5253 tgf_mean=1.0000 chemo_mean=0.0170 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9012 ac_align_x=0.9522 model=linear
step=250 max_u=1.0000e+00 c_mean=2.0530e+01 c_y=7.0416e+00 c_m=1.3489e+01 g_mean=5.0533e+00 p_mean=0.5252 tgf_mean=1.0000 chemo_mean=0.0169 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9089 ac_align_x=0.9561 model=linear
step=260 max_u=1.0000e+00 c_mean=2.1162e+01 c_y=7.0482e+00 c_m=1.4114e+01 g_mean=5.4187e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0167 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9155 ac_align_x=0.9594 model=linear
step=270 max_u=1.0000e+00 c_mean=2.1784e+01 c_y=7.0541e+00 c_m=1.4730e+01 g_mean=5.7930e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0165 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9212 ac_align_x=0.9620 model=linear
step=280 max_u=1.0000e+00 c_mean=2.2392e+01 c_y=7.0556e+00 c_m=1.5336e+01 g_mean=6.1757e+00 p_mean=0.5250 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9265 ac_align_x=0.9657 model=linear
step=290 max_u=1.0000e+00 c_mean=2.2987e+01 c_y=7.0542e+00 c_m=1.5933e+01 g_mean=6.5666e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0159 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.9311 ac_align_x=0.9694 model=linear
step=300 max_u=1.0000e+00 c_mean=2.3567e+01 c_y=7.0472e+00 c_m=1.6520e+01 g_mean=6.9653e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0157 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9356 ac_align_x=0.9727 model=linear
step=310 max_u=1.0000e+00 c_mean=2.4147e+01 c_y=7.0497e+00 c_m=1.7098e+01 g_mean=7.3715e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0154 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9404 ac_align_x=0.9756 model=linear
animation_mp4=False
animation_gif=True
