device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3778e-02 c_y=3.3778e-02 c_m=0.0000e+00 g_mean=6.7555e-05 p_mean=0.0338 tgf_mean=0.1041 chemo_mean=0.0037 smad_mean=0.0250 erk_mean=0.0944 infl_mean=0.0558 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=110 max_u=2.8000e+00 c_mean=1.0097e+01 c_y=5.7532e+00 c_m=4.3441e+00 g_mean=1.0970e+00 p_mean=0.5512 tgf_mean=1.0000 chemo_mean=0.1261 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0012 scar_mean=0.0202 myo_frac=1.0000 a_align_x=0.7399 ac_align_x=0.8429 model=linear
step=120 max_u=2.8000e+00 c_mean=1.0917e+01 c_y=5.9460e+00 c_m=4.9713e+00 g_mean=1.2962e+00 p_mean=0.5511 tgf_mean=1.0000 chemo_mean=0.1270 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0009 scar_mean=0.0212 myo_frac=1.0000 a_align_x=0.7541 ac_align_x=0.8621 model=linear
step=130 max_u=2.8000e+00 c_mean=1.1717e+01 c_y=6.1073e+00 c_m=5.6098e+00 g_mean=1.5095e+00 p_mean=0.5510 tgf_mean=1.0000 chemo_mean=0.1273 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0006 scar_mean=0.0222 myo_frac=1.0000 a_align_x=0.7693 ac_align_x=0.8776 model=linear
step=140 max_u=2.8000e+00 c_mean=1.2492e+01 c_y=6.2367e+00 c_m=6.2556e+00 g_mean=1.7363e+00 p_mean=0.5508 tgf_mean=1.0000 chemo_mean=0.1273 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0004 scar_mean=0.0230 myo_frac=1.0000 a_align_x=0.7848 ac_align_x=0.8896 model=linear
step=150 max_u=2.8000e+00 c_mean=1.3250e+01 c_y=6.3447e+00 c_m=6.9052e+00 g_mean=1.9760e+00 p_mean=0.5507 tgf_mean=1.0000 chemo_mean=0.1271 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0003 scar_mean=0.0236 myo_frac=1.0000 a_align_x=0.7992 ac_align_x=0.8986 model=linear
step=160 max_u=2.8000e+00 c_mean=1.3988e+01 c_y=6.4321e+00 c_m=7.5562e+00 g_mean=2.2283e+00 p_mean=0.5506 tgf_mean=1.0000 chemo_mean=0.1268 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0002 scar_mean=0.0242 myo_frac=1.0000 a_align_x=0.8143 ac_align_x=0.9080 model=linear
step=170 max_u=2.8000e+00 c_mean=1.4694e+01 c_y=6.4882e+00 c_m=8.2059e+00 g_mean=2.4924e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1266 smad_mean=0.7813 erk_mean=0.5786 infl_mean=0.0002 scar_mean=0.0247 myo_frac=0.9875 a_align_x=0.8296 ac_align_x=0.9190 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5385e+01 c_y=6.5342e+00 c_m=8.8510e+00 g_mean=2.7678e+00 p_mean=0.5504 tgf_mean=1.0000 chemo_mean=0.1263 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0001 scar_mean=0.0251 myo_frac=1.0000 a_align_x=0.8435 ac_align_x=0.9302 model=linear
step=190 max_u=2.8000e+00 c_mean=1.6072e+01 c_y=6.5801e+00 c_m=9.4914e+00 g_mean=3.0541e+00 p_mean=0.5504 tgf_mean=1.0000 chemo_mean=0.1260 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0001 scar_mean=0.0254 myo_frac=1.0000 a_align_x=0.8556 ac_align_x=0.9403 model=linear
step=200 max_u=2.8000e+00 c_mean=1.6753e+01 c_y=6.6256e+00 c_m=1.0127e+01 g_mean=3.3511e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1257 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0001 scar_mean=0.0257 myo_frac=1.0000 a_align_x=0.8665 ac_align_x=0.9494 model=linear
step=210 max_u=2.8000e+00 c_mean=1.7421e+01 c_y=6.6638e+00 c_m=1.0758e+01 g_mean=3.6587e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1253 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0260 myo_frac=1.0000 a_align_x=0.8760 ac_align_x=0.9568 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8090e+01 c_y=6.7068e+00 c_m=1.1383e+01 g_mean=3.9765e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1250 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0262 myo_frac=1.0000 a_align_x=0.8847 ac_align_x=0.9622 model=linear
step=230 max_u=2.8000e+00 c_mean=1.8737e+01 c_y=6.7340e+00 c_m=1.2003e+01 g_mean=4.3042e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1248 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0263 myo_frac=1.0000 a_align_x=0.8917 ac_align_x=0.9675 model=linear
step=240 max_u=2.8000e+00 c_mean=1.9366e+01 c_y=6.7503e+00 c_m=1.2615e+01 g_mean=4.6413e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1246 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0265 myo_frac=1.0000 a_align_x=0.8980 ac_align_x=0.9721 model=linear
step=250 max_u=2.8000e+00 c_mean=1.9983e+01 c_y=6.7633e+00 c_m=1.3220e+01 g_mean=4.9874e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1245 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0266 myo_frac=1.0000 a_align_x=0.9036 ac_align_x=0.9757 model=linear
step=260 max_u=2.8000e+00 c_mean=2.0592e+01 c_y=6.7756e+00 c_m=1.3816e+01 g_mean=5.3424e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1246 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0267 myo_frac=1.0000 a_align_x=0.9098 ac_align_x=0.9788 model=linear
step=270 max_u=2.8000e+00 c_mean=2.1195e+01 c_y=6.7896e+00 c_m=1.4405e+01 g_mean=5.7058e+00 p_mean=0.5504 tgf_mean=1.0000 chemo_mean=0.1247 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9168 ac_align_x=0.9811 model=linear
step=280 max_u=2.8000e+00 c_mean=2.1784e+01 c_y=6.7981e+00 c_m=1.4985e+01 g_mean=6.0775e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1249 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9233 ac_align_x=0.9829 model=linear
step=290 max_u=2.8000e+00 c_mean=2.2369e+01 c_y=6.8112e+00 c_m=1.5558e+01 g_mean=6.4571e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1251 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0269 myo_frac=0.9875 a_align_x=0.9300 ac_align_x=0.9846 model=linear
step=300 max_u=2.8000e+00 c_mean=2.2951e+01 c_y=6.8279e+00 c_m=1.6123e+01 g_mean=6.8446e+00 p_mean=0.5506 tgf_mean=1.0000 chemo_mean=0.1253 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9359 ac_align_x=0.9858 model=linear
step=310 max_u=2.8000e+00 c_mean=2.3537e+01 c_y=6.8553e+00 c_m=1.6682e+01 g_mean=7.2398e+00 p_mean=0.5507 tgf_mean=1.0000 chemo_mean=0.1255 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9411 ac_align_x=0.9866 model=linear
step=320 max_u=2.8000e+00 c_mean=2.4113e+01 c_y=6.8781e+00 c_m=1.7235e+01 g_mean=7.6427e+00 p_mean=0.5508 tgf_mean=1.0000 chemo_mean=0.1257 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9459 ac_align_x=0.9871 model=linear
step=330 max_u=2.8000e+00 c_mean=2.4670e+01 c_y=6.8888e+00 c_m=1.7781e+01 g_mean=8.0529e+00 p_mean=0.5508 tgf_mean=1.0000 chemo_mean=0.1258 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9506 ac_align_x=0.9881 model=linear
step=340 max_u=2.8000e+00 c_mean=2.5222e+01 c_y=6.9013e+00 c_m=1.8320e+01 g_mean=8.4700e+00 p_mean=0.5509 tgf_mean=1.0000 chemo_mean=0.1260 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9556 ac_align_x=0.9888 model=linear
step=350 max_u=2.8000e+00 c_mean=2.5774e+01 c_y=6.9210e+00 c_m=1.8853e+01 g_mean=8.8939e+00 p_mean=0.5510 tgf_mean=1.0000 chemo_mean=0.1261 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9599 ac_align_x=0.9893 model=linear
step=360 max_u=2.8000e+00 c_mean=2.6309e+01 c_y=6.9306e+00 c_m=1.9378e+01 g_mean=9.3244e+00 p_mean=0.5511 tgf_mean=1.0000 chemo_mean=0.1263 smad_mean=0.7814 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9637 ac_align_x=0.9897 model=linear
step=370 max_u=2.8000e+00 c_mean=2.6829e+01 c_y=6.9327e+00 c_m=1.9896e+01 g_mean=9.7611e+00 p_mean=0.5512 tgf_mean=1.0000 chemo_mean=0.1265 smad_mean=0.7814 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9672 ac_align_x=0.9900 model=linear
step=380 max_u=2.8000e+00 c_mean=2.7342e+01 c_y=6.9354e+00 c_m=2.0406e+01 g_mean=1.0204e+01 p_mean=0.5513 tgf_mean=1.0000 chemo_mean=0.1267 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0271 myo_frac=0.9875 a_align_x=0.9701 ac_align_x=0.9901 model=linear
step=390 max_u=2.8000e+00 c_mean=2.7858e+01 c_y=6.9488e+00 c_m=2.0909e+01 g_mean=1.0652e+01 p_mean=0.5514 tgf_mean=1.0000 chemo_mean=0.1269 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9724 ac_align_x=0.9902 model=linear
step=400 max_u=2.8000e+00 c_mean=2.8370e+01 c_y=6.9640e+00 c_m=2.1406e+01 g_mean=1.1106e+01 p_mean=0.5515 tgf_mean=1.0000 chemo_mean=0.1271 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9745 ac_align_x=0.9902 model=linear
step=410 max_u=2.8000e+00 c_mean=2.8877e+01 c_y=6.9810e+00 c_m=2.1896e+01 g_mean=1.1566e+01 p_mean=0.5516 tgf_mean=1.0000 chemo_mean=0.1274 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9764 ac_align_x=0.9901 model=linear
step=420 max_u=2.8000e+00 c_mean=2.9375e+01 c_y=6.9944e+00 c_m=2.2381e+01 g_mean=1.2032e+01 p_mean=0.5516 tgf_mean=1.0000 chemo_mean=0.1277 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9778 ac_align_x=0.9900 model=linear
step=430 max_u=2.8000e+00 c_mean=2.9867e+01 c_y=7.0074e+00 c_m=2.2859e+01 g_mean=1.2502e+01 p_mean=0.5517 tgf_mean=1.0000 chemo_mean=0.1280 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9789 ac_align_x=0.9898 model=linear
step=440 max_u=2.8000e+00 c_mean=3.0368e+01 c_y=7.0357e+00 c_m=2.3333e+01 g_mean=1.2978e+01 p_mean=0.5518 tgf_mean=1.0000 chemo_mean=0.1282 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9796 ac_align_x=0.9896 model=linear
step=450 max_u=2.8000e+00 c_mean=3.0866e+01 c_y=7.0650e+00 c_m=2.3802e+01 g_mean=1.3459e+01 p_mean=0.5518 tgf_mean=1.0000 chemo_mean=0.1284 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9801 ac_align_x=0.9894 model=linear
step=460 max_u=2.8000e+00 c_mean=3.1372e+01 c_y=7.1052e+00 c_m=2.4267e+01 g_mean=1.3945e+01 p_mean=0.5518 tgf_mean=1.0000 chemo_mean=0.1285 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9807 ac_align_x=0.9892 model=linear
step=470 max_u=2.8000e+00 c_mean=3.1873e+01 c_y=7.1422e+00 c_m=2.4730e+01 g_mean=1.4436e+01 p_mean=0.5518 tgf_mean=1.0000 chemo_mean=0.1285 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9811 ac_align_x=0.9890 model=linear
step=480 max_u=2.8000e+00 c_mean=3.2362e+01 c_y=7.1715e+00 c_m=2.5190e+01 g_mean=1.4932e+01 p_mean=0.5519 tgf_mean=1.0000 chemo_mean=0.1286 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9814 ac_align_x=0.9887 model=linear
step=490 max_u=2.8000e+00 c_mean=3.2842e+01 c_y=7.1961e+00 c_m=2.5646e+01 g_mean=1.5433e+01 p_mean=0.5519 tgf_mean=1.0000 chemo_mean=0.1287 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9819 ac_align_x=0.9885 model=linear
step=500 max_u=2.8000e+00 c_mean=3.3312e+01 c_y=7.2152e+00 c_m=2.6097e+01 g_mean=1.5939e+01 p_mean=0.5519 tgf_mean=1.0000 chemo_mean=0.1288 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9823 ac_align_x=0.9883 model=linear
step=510 max_u=2.8000e+00 c_mean=3.3772e+01 c_y=7.2292e+00 c_m=2.6543e+01 g_mean=1.6448e+01 p_mean=0.5520 tgf_mean=1.0000 chemo_mean=0.1290 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9825 ac_align_x=0.9882 model=linear
animation_mp4=False
animation_gif=True
