device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3778e-02 c_y=3.3778e-02 c_m=0.0000e+00 g_mean=6.7555e-05 p_mean=0.0338 tgf_mean=0.1041 chemo_mean=0.0037 smad_mean=0.0250 erk_mean=0.0944 infl_mean=0.0558 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=110 max_u=2.8000e+00 c_mean=1.0086e+01 c_y=5.7446e+00 c_m=4.3413e+00 g_mean=1.0964e+00 p_mean=0.5512 tgf_mean=1.0000 chemo_mean=0.1260 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0012 scar_mean=0.0202 myo_frac=1.0000 a_align_x=0.7399 ac_align_x=0.8429 model=linear
step=120 max_u=2.8000e+00 c_mean=1.0901e+01 c_y=5.9333e+00 c_m=4.9674e+00 g_mean=1.2953e+00 p_mean=0.5511 tgf_mean=1.0000 chemo_mean=0.1269 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0009 scar_mean=0.0212 myo_frac=1.0000 a_align_x=0.7541 ac_align_x=0.8621 model=linear
step=130 max_u=2.8000e+00 c_mean=1.1697e+01 c_y=6.0925e+00 c_m=5.6042e+00 g_mean=1.5082e+00 p_mean=0.5510 tgf_mean=1.0000 chemo_mean=0.1273 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0006 scar_mean=0.0222 myo_frac=1.0000 a_align_x=0.7693 ac_align_x=0.8776 model=linear
step=140 max_u=2.8000e+00 c_mean=1.2468e+01 c_y=6.2196e+00 c_m=6.2483e+00 g_mean=1.7346e+00 p_mean=0.5508 tgf_mean=1.0000 chemo_mean=0.1272 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0004 scar_mean=0.0230 myo_frac=1.0000 a_align_x=0.7848 ac_align_x=0.8895 model=linear
step=150 max_u=2.8000e+00 c_mean=1.3220e+01 c_y=6.3238e+00 c_m=6.8958e+00 g_mean=1.9738e+00 p_mean=0.5507 tgf_mean=1.0000 chemo_mean=0.1271 smad_mean=0.7813 erk_mean=0.5787 infl_mean=0.0003 scar_mean=0.0236 myo_frac=1.0000 a_align_x=0.7992 ac_align_x=0.8985 model=linear
step=160 max_u=2.8000e+00 c_mean=1.3949e+01 c_y=6.4049e+00 c_m=7.5442e+00 g_mean=2.2254e+00 p_mean=0.5506 tgf_mean=1.0000 chemo_mean=0.1268 smad_mean=0.7813 erk_mean=0.5786 infl_mean=0.0002 scar_mean=0.0242 myo_frac=1.0000 a_align_x=0.8143 ac_align_x=0.9080 model=linear
step=170 max_u=2.8000e+00 c_mean=1.4647e+01 c_y=6.4568e+00 c_m=8.1906e+00 g_mean=2.4887e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1265 smad_mean=0.7813 erk_mean=0.5786 infl_mean=0.0002 scar_mean=0.0247 myo_frac=0.9875 a_align_x=0.8296 ac_align_x=0.9188 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5332e+01 c_y=6.5000e+00 c_m=8.8320e+00 g_mean=2.7630e+00 p_mean=0.5504 tgf_mean=1.0000 chemo_mean=0.1261 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0001 scar_mean=0.0251 myo_frac=1.0000 a_align_x=0.8435 ac_align_x=0.9300 model=linear
step=190 max_u=2.8000e+00 c_mean=1.6015e+01 c_y=6.5459e+00 c_m=9.4686e+00 g_mean=3.0483e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1258 smad_mean=0.7813 erk_mean=0.5785 infl_mean=0.0001 scar_mean=0.0254 myo_frac=1.0000 a_align_x=0.8556 ac_align_x=0.9401 model=linear
step=200 max_u=2.8000e+00 c_mean=1.6695e+01 c_y=6.5944e+00 c_m=1.0101e+01 g_mean=3.3443e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1255 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0001 scar_mean=0.0257 myo_frac=1.0000 a_align_x=0.8665 ac_align_x=0.9493 model=linear
step=210 max_u=2.8000e+00 c_mean=1.7369e+01 c_y=6.6404e+00 c_m=1.0728e+01 g_mean=3.6508e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1251 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0260 myo_frac=1.0000 a_align_x=0.8760 ac_align_x=0.9566 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8035e+01 c_y=6.6833e+00 c_m=1.1351e+01 g_mean=3.9676e+00 p_mean=0.5501 tgf_mean=1.0000 chemo_mean=0.1247 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0262 myo_frac=1.0000 a_align_x=0.8847 ac_align_x=0.9620 model=linear
step=230 max_u=2.8000e+00 c_mean=1.8679e+01 c_y=6.7098e+00 c_m=1.1969e+01 g_mean=4.2942e+00 p_mean=0.5501 tgf_mean=1.0000 chemo_mean=0.1244 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0263 myo_frac=1.0000 a_align_x=0.8917 ac_align_x=0.9673 model=linear
step=240 max_u=2.8000e+00 c_mean=1.9307e+01 c_y=6.7280e+00 c_m=1.2579e+01 g_mean=4.6303e+00 p_mean=0.5501 tgf_mean=1.0000 chemo_mean=0.1242 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0265 myo_frac=1.0000 a_align_x=0.8979 ac_align_x=0.9718 model=linear
step=250 max_u=2.8000e+00 c_mean=1.9924e+01 c_y=6.7422e+00 c_m=1.3182e+01 g_mean=4.9754e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1241 smad_mean=0.7813 erk_mean=0.5782 infl_mean=0.0000 scar_mean=0.0266 myo_frac=1.0000 a_align_x=0.9035 ac_align_x=0.9754 model=linear
step=260 max_u=2.8000e+00 c_mean=2.0536e+01 c_y=6.7595e+00 c_m=1.3777e+01 g_mean=5.3293e+00 p_mean=0.5502 tgf_mean=1.0000 chemo_mean=0.1240 smad_mean=0.7813 erk_mean=0.5782 infl_mean=0.0000 scar_mean=0.0267 myo_frac=1.0000 a_align_x=0.9097 ac_align_x=0.9784 model=linear
step=270 max_u=2.8000e+00 c_mean=2.1146e+01 c_y=6.7816e+00 c_m=1.4364e+01 g_mean=5.6918e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1241 smad_mean=0.7813 erk_mean=0.5782 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9166 ac_align_x=0.9807 model=linear
step=280 max_u=2.8000e+00 c_mean=2.1740e+01 c_y=6.7954e+00 c_m=1.4945e+01 g_mean=6.0627e+00 p_mean=0.5503 tgf_mean=1.0000 chemo_mean=0.1243 smad_mean=0.7813 erk_mean=0.5782 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9232 ac_align_x=0.9830 model=linear
step=290 max_u=2.8000e+00 c_mean=2.2333e+01 c_y=6.8147e+00 c_m=1.5518e+01 g_mean=6.4417e+00 p_mean=0.5504 tgf_mean=1.0000 chemo_mean=0.1244 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0269 myo_frac=0.9875 a_align_x=0.9299 ac_align_x=0.9847 model=linear
step=300 max_u=2.8000e+00 c_mean=2.2924e+01 c_y=6.8390e+00 c_m=1.6085e+01 g_mean=6.8287e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1246 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9358 ac_align_x=0.9859 model=linear
step=310 max_u=2.8000e+00 c_mean=2.3517e+01 c_y=6.8712e+00 c_m=1.6646e+01 g_mean=7.2236e+00 p_mean=0.5505 tgf_mean=1.0000 chemo_mean=0.1247 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9411 ac_align_x=0.9867 model=linear
step=320 max_u=2.8000e+00 c_mean=2.4099e+01 c_y=6.8974e+00 c_m=1.7201e+01 g_mean=7.6264e+00 p_mean=0.5506 tgf_mean=1.0000 chemo_mean=0.1249 smad_mean=0.7813 erk_mean=0.5783 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9459 ac_align_x=0.9874 model=linear
step=330 max_u=2.8000e+00 c_mean=2.4665e+01 c_y=6.9138e+00 c_m=1.7751e+01 g_mean=8.0365e+00 p_mean=0.5508 tgf_mean=1.0000 chemo_mean=0.1251 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9505 ac_align_x=0.9884 model=linear
step=340 max_u=2.8000e+00 c_mean=2.5217e+01 c_y=6.9241e+00 c_m=1.8293e+01 g_mean=8.4536e+00 p_mean=0.5509 tgf_mean=1.0000 chemo_mean=0.1254 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9555 ac_align_x=0.9891 model=linear
step=350 max_u=2.8000e+00 c_mean=2.5768e+01 c_y=6.9398e+00 c_m=1.8828e+01 g_mean=8.8776e+00 p_mean=0.5510 tgf_mean=1.0000 chemo_mean=0.1258 smad_mean=0.7813 erk_mean=0.5784 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9598 ac_align_x=0.9896 model=linear
step=360 max_u=2.8000e+00 c_mean=2.6310e+01 c_y=6.9537e+00 c_m=1.9357e+01 g_mean=9.3082e+00 p_mean=0.5511 tgf_mean=1.0000 chemo_mean=0.1261 smad_mean=0.7814 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9636 ac_align_x=0.9899 model=linear
step=370 max_u=2.8000e+00 c_mean=2.6836e+01 c_y=6.9579e+00 c_m=1.9878e+01 g_mean=9.7452e+00 p_mean=0.5513 tgf_mean=1.0000 chemo_mean=0.1265 smad_mean=0.7814 erk_mean=0.5785 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9671 ac_align_x=0.9901 model=linear
step=380 max_u=2.8000e+00 c_mean=2.7339e+01 c_y=6.9481e+00 c_m=2.0391e+01 g_mean=1.0188e+01 p_mean=0.5514 tgf_mean=1.0000 chemo_mean=0.1270 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0271 myo_frac=0.9875 a_align_x=0.9700 ac_align_x=0.9902 model=linear
step=390 max_u=2.8000e+00 c_mean=2.7842e+01 c_y=6.9473e+00 c_m=2.0895e+01 g_mean=1.0636e+01 p_mean=0.5515 tgf_mean=1.0000 chemo_mean=0.1274 smad_mean=0.7814 erk_mean=0.5786 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9724 ac_align_x=0.9902 model=linear
step=400 max_u=2.8000e+00 c_mean=2.8348e+01 c_y=6.9569e+00 c_m=2.1391e+01 g_mean=1.1090e+01 p_mean=0.5517 tgf_mean=1.0000 chemo_mean=0.1279 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9744 ac_align_x=0.9902 model=linear
step=410 max_u=2.8000e+00 c_mean=2.8848e+01 c_y=6.9680e+00 c_m=2.1880e+01 g_mean=1.1550e+01 p_mean=0.5518 tgf_mean=1.0000 chemo_mean=0.1284 smad_mean=0.7814 erk_mean=0.5787 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9763 ac_align_x=0.9901 model=linear
step=420 max_u=2.8000e+00 c_mean=2.9342e+01 c_y=6.9789e+00 c_m=2.2364e+01 g_mean=1.2015e+01 p_mean=0.5519 tgf_mean=1.0000 chemo_mean=0.1289 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9778 ac_align_x=0.9899 model=linear
step=430 max_u=2.8000e+00 c_mean=2.9830e+01 c_y=6.9894e+00 c_m=2.2840e+01 g_mean=1.2485e+01 p_mean=0.5520 tgf_mean=1.0000 chemo_mean=0.1294 smad_mean=0.7814 erk_mean=0.5788 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9789 ac_align_x=0.9897 model=linear
step=440 max_u=2.8000e+00 c_mean=3.0321e+01 c_y=7.0100e+00 c_m=2.3311e+01 g_mean=1.2960e+01 p_mean=0.5521 tgf_mean=1.0000 chemo_mean=0.1298 smad_mean=0.7814 erk_mean=0.5789 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9801 ac_align_x=0.9895 model=linear
step=450 max_u=2.8000e+00 c_mean=3.0807e+01 c_y=7.0296e+00 c_m=2.3777e+01 g_mean=1.3440e+01 p_mean=0.5522 tgf_mean=1.0000 chemo_mean=0.1302 smad_mean=0.7815 erk_mean=0.5789 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9810 ac_align_x=0.9892 model=linear
step=460 max_u=2.8000e+00 c_mean=3.1294e+01 c_y=7.0559e+00 c_m=2.4238e+01 g_mean=1.3925e+01 p_mean=0.5522 tgf_mean=1.0000 chemo_mean=0.1306 smad_mean=0.7815 erk_mean=0.5790 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9817 ac_align_x=0.9890 model=linear
step=470 max_u=2.8000e+00 c_mean=3.1780e+01 c_y=7.0848e+00 c_m=2.4696e+01 g_mean=1.4415e+01 p_mean=0.5523 tgf_mean=1.0000 chemo_mean=0.1309 smad_mean=0.7815 erk_mean=0.5790 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9822 ac_align_x=0.9887 model=linear
step=480 max_u=2.8000e+00 c_mean=3.2265e+01 c_y=7.1158e+00 c_m=2.5149e+01 g_mean=1.4909e+01 p_mean=0.5523 tgf_mean=1.0000 chemo_mean=0.1312 smad_mean=0.7815 erk_mean=0.5790 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9824 ac_align_x=0.9885 model=linear
step=490 max_u=2.8000e+00 c_mean=3.2747e+01 c_y=7.1481e+00 c_m=2.5599e+01 g_mean=1.5408e+01 p_mean=0.5524 tgf_mean=1.0000 chemo_mean=0.1315 smad_mean=0.7815 erk_mean=0.5791 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9825 ac_align_x=0.9882 model=linear
step=500 max_u=2.8000e+00 c_mean=3.3213e+01 c_y=7.1681e+00 c_m=2.6045e+01 g_mean=1.5912e+01 p_mean=0.5524 tgf_mean=1.0000 chemo_mean=0.1318 smad_mean=0.7815 erk_mean=0.5791 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9829 ac_align_x=0.9880 model=linear
step=510 max_u=2.8000e+00 c_mean=3.3669e+01 c_y=7.1830e+00 c_m=2.6486e+01 g_mean=1.6420e+01 p_mean=0.5524 tgf_mean=1.0000 chemo_mean=0.1321 smad_mean=0.7815 erk_mean=0.5791 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9831 ac_align_x=0.9878 model=linear
animation_mp4=False
animation_gif=True
