device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3199e-02 c_y=3.3199e-02 c_m=0.0000e+00 g_mean=6.6398e-05 p_mean=0.0338 tgf_mean=0.1041 chemo_mean=0.0037 smad_mean=0.0250 erk_mean=0.0944 infl_mean=0.0558 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=170 max_u=2.8000e+00 c_mean=1.5191e+01 c_y=6.7539e+00 c_m=8.4370e+00 g_mean=2.5571e+00 p_mean=0.5491 tgf_mean=1.0000 chemo_mean=0.1174 smad_mean=0.7812 erk_mean=0.5778 infl_mean=0.0002 scar_mean=0.0247 myo_frac=1.0000 a_align_x=0.8274 ac_align_x=0.9217 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5946e+01 c_y=6.8343e+00 c_m=9.1121e+00 g_mean=2.8424e+00 p_mean=0.5488 tgf_mean=1.0000 chemo_mean=0.1159 smad_mean=0.7812 erk_mean=0.5777 infl_mean=0.0001 scar_mean=0.0251 myo_frac=1.0000 a_align_x=0.8393 ac_align_x=0.9284 model=linear
step=190 max_u=2.8000e+00 c_mean=1.6691e+01 c_y=6.9058e+00 c_m=9.7856e+00 g_mean=3.1398e+00 p_mean=0.5485 tgf_mean=1.0000 chemo_mean=0.1143 smad_mean=0.7811 erk_mean=0.5775 infl_mean=0.0001 scar_mean=0.0254 myo_frac=1.0000 a_align_x=0.8506 ac_align_x=0.9358 model=linear
step=200 max_u=2.8000e+00 c_mean=1.7421e+01 c_y=6.9652e+00 c_m=1.0456e+01 g_mean=3.4489e+00 p_mean=0.5482 tgf_mean=1.0000 chemo_mean=0.1125 smad_mean=0.7811 erk_mean=0.5774 infl_mean=0.0001 scar_mean=0.0257 myo_frac=1.0000 a_align_x=0.8617 ac_align_x=0.9426 model=linear
step=210 max_u=2.8000e+00 c_mean=1.8143e+01 c_y=7.0199e+00 c_m=1.1123e+01 g_mean=3.7694e+00 p_mean=0.5479 tgf_mean=1.0000 chemo_mean=0.1107 smad_mean=0.7811 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0260 myo_frac=1.0000 a_align_x=0.8721 ac_align_x=0.9480 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8853e+01 c_y=7.0677e+00 c_m=1.1785e+01 g_mean=4.1009e+00 p_mean=0.5476 tgf_mean=1.0000 chemo_mean=0.1088 smad_mean=0.7811 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0262 myo_frac=1.0000 a_align_x=0.8825 ac_align_x=0.9529 model=linear
step=230 max_u=2.8000e+00 c_mean=1.9546e+01 c_y=7.1036e+00 c_m=1.2442e+01 g_mean=4.4431e+00 p_mean=0.5474 tgf_mean=1.0000 chemo_mean=0.1069 smad_mean=0.7810 erk_mean=0.5768 infl_mean=0.0000 scar_mean=0.0263 myo_frac=1.0000 a_align_x=0.8929 ac_align_x=0.9576 model=linear
step=240 max_u=2.8000e+00 c_mean=2.0219e+01 c_y=7.1266e+00 c_m=1.3092e+01 g_mean=4.7954e+00 p_mean=0.5471 tgf_mean=1.0000 chemo_mean=0.1051 smad_mean=0.7810 erk_mean=0.5767 infl_mean=0.0000 scar_mean=0.0265 myo_frac=1.0000 a_align_x=0.9018 ac_align_x=0.9632 model=linear
step=250 max_u=2.8000e+00 c_mean=2.0877e+01 c_y=7.1427e+00 c_m=1.3734e+01 g_mean=5.1575e+00 p_mean=0.5469 tgf_mean=1.0000 chemo_mean=0.1034 smad_mean=0.7810 erk_mean=0.5765 infl_mean=0.0000 scar_mean=0.0266 myo_frac=1.0000 a_align_x=0.9095 ac_align_x=0.9677 model=linear
step=260 max_u=2.8000e+00 c_mean=2.1507e+01 c_y=7.1399e+00 c_m=1.4367e+01 g_mean=5.5287e+00 p_mean=0.5467 tgf_mean=1.0000 chemo_mean=0.1018 smad_mean=0.7810 erk_mean=0.5763 infl_mean=0.0000 scar_mean=0.0267 myo_frac=1.0000 a_align_x=0.9161 ac_align_x=0.9719 model=linear
step=270 max_u=2.8000e+00 c_mean=2.2122e+01 c_y=7.1325e+00 c_m=1.4989e+01 g_mean=5.9087e+00 p_mean=0.5465 tgf_mean=1.0000 chemo_mean=0.1003 smad_mean=0.7810 erk_mean=0.5762 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9216 ac_align_x=0.9752 model=linear
step=280 max_u=2.8000e+00 c_mean=2.2719e+01 c_y=7.1192e+00 c_m=1.5600e+01 g_mean=6.2969e+00 p_mean=0.5464 tgf_mean=1.0000 chemo_mean=0.0990 smad_mean=0.7810 erk_mean=0.5761 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9263 ac_align_x=0.9784 model=linear
step=290 max_u=2.8000e+00 c_mean=2.3304e+01 c_y=7.1042e+00 c_m=1.6199e+01 g_mean=6.6929e+00 p_mean=0.5462 tgf_mean=1.0000 chemo_mean=0.0978 smad_mean=0.7809 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9312 ac_align_x=0.9810 model=linear
step=300 max_u=2.8000e+00 c_mean=2.3885e+01 c_y=7.0972e+00 c_m=1.6788e+01 g_mean=7.0967e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0968 smad_mean=0.7809 erk_mean=0.5758 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9351 ac_align_x=0.9834 model=linear
step=310 max_u=2.8000e+00 c_mean=2.4471e+01 c_y=7.1040e+00 c_m=1.7367e+01 g_mean=7.5080e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0960 smad_mean=0.7809 erk_mean=0.5758 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9394 ac_align_x=0.9857 model=linear
step=320 max_u=2.8000e+00 c_mean=2.5053e+01 c_y=7.1151e+00 c_m=1.7938e+01 g_mean=7.9269e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0953 smad_mean=0.7809 erk_mean=0.5757 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9437 ac_align_x=0.9877 model=linear
step=330 max_u=2.8000e+00 c_mean=2.5621e+01 c_y=7.1200e+00 c_m=1.8501e+01 g_mean=8.3530e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0948 smad_mean=0.7809 erk_mean=0.5756 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9475 ac_align_x=0.9892 model=linear
step=340 max_u=2.8000e+00 c_mean=2.6186e+01 c_y=7.1294e+00 c_m=1.9056e+01 g_mean=8.7862e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0944 smad_mean=0.7809 erk_mean=0.5756 infl_mean=0.0000 scar_mean=0.0271 myo_frac=0.9875 a_align_x=0.9510 ac_align_x=0.9905 model=linear
step=350 max_u=2.8000e+00 c_mean=2.6745e+01 c_y=7.1418e+00 c_m=1.9603e+01 g_mean=9.2262e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0941 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9545 ac_align_x=0.9915 model=linear
step=360 max_u=2.8000e+00 c_mean=2.7296e+01 c_y=7.1524e+00 c_m=2.0144e+01 g_mean=9.6730e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0938 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9583 ac_align_x=0.9923 model=linear
step=370 max_u=2.8000e+00 c_mean=2.7826e+01 c_y=7.1503e+00 c_m=2.0676e+01 g_mean=1.0126e+01 p_mean=0.5459 tgf_mean=1.0000 chemo_mean=0.0936 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9625 ac_align_x=0.9929 model=linear
step=380 max_u=2.8000e+00 c_mean=2.8347e+01 c_y=7.1478e+00 c_m=2.1199e+01 g_mean=1.0585e+01 p_mean=0.5459 tgf_mean=1.0000 chemo_mean=0.0933 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9663 ac_align_x=0.9934 model=linear
step=390 max_u=2.8000e+00 c_mean=2.8864e+01 c_y=7.1500e+00 c_m=2.1714e+01 g_mean=1.1050e+01 p_mean=0.5459 tgf_mean=1.0000 chemo_mean=0.0931 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9703 ac_align_x=0.9937 model=linear
step=400 max_u=2.8000e+00 c_mean=2.9369e+01 c_y=7.1485e+00 c_m=2.2221e+01 g_mean=1.1520e+01 p_mean=0.5458 tgf_mean=1.0000 chemo_mean=0.0929 smad_mean=0.7809 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0271 myo_frac=1.0000 a_align_x=0.9739 ac_align_x=0.9940 model=linear
step=410 max_u=2.8000e+00 c_mean=2.9865e+01 c_y=7.1455e+00 c_m=2.2719e+01 g_mean=1.1995e+01 p_mean=0.5457 tgf_mean=1.0000 chemo_mean=0.0927 smad_mean=0.7809 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0272 myo_frac=0.9875 a_align_x=0.9770 ac_align_x=0.9942 model=linear
step=420 max_u=2.8000e+00 c_mean=3.0348e+01 c_y=7.1384e+00 c_m=2.3209e+01 g_mean=1.2476e+01 p_mean=0.5456 tgf_mean=1.0000 chemo_mean=0.0924 smad_mean=0.7809 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9797 ac_align_x=0.9944 model=linear
step=430 max_u=2.8000e+00 c_mean=3.0815e+01 c_y=7.1244e+00 c_m=2.3690e+01 g_mean=1.2961e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0920 smad_mean=0.7809 erk_mean=0.5753 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9820 ac_align_x=0.9945 model=linear
step=440 max_u=2.8000e+00 c_mean=3.1276e+01 c_y=7.1137e+00 c_m=2.4162e+01 g_mean=1.3451e+01 p_mean=0.5454 tgf_mean=1.0000 chemo_mean=0.0916 smad_mean=0.7809 erk_mean=0.5753 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9839 ac_align_x=0.9946 model=linear
step=450 max_u=2.8000e+00 c_mean=3.1738e+01 c_y=7.1121e+00 c_m=2.4626e+01 g_mean=1.3945e+01 p_mean=0.5453 tgf_mean=1.0000 chemo_mean=0.0912 smad_mean=0.7809 erk_mean=0.5753 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9855 ac_align_x=0.9947 model=linear
step=460 max_u=2.8000e+00 c_mean=3.2193e+01 c_y=7.1107e+00 c_m=2.5082e+01 g_mean=1.4443e+01 p_mean=0.5452 tgf_mean=1.0000 chemo_mean=0.0907 smad_mean=0.7808 erk_mean=0.5752 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9868 ac_align_x=0.9948 model=linear
step=470 max_u=2.8000e+00 c_mean=3.2641e+01 c_y=7.1103e+00 c_m=2.5531e+01 g_mean=1.4945e+01 p_mean=0.5451 tgf_mean=1.0000 chemo_mean=0.0903 smad_mean=0.7808 erk_mean=0.5752 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9878 ac_align_x=0.9949 model=linear
step=480 max_u=2.8000e+00 c_mean=3.3083e+01 c_y=7.1107e+00 c_m=2.5972e+01 g_mean=1.5451e+01 p_mean=0.5449 tgf_mean=1.0000 chemo_mean=0.0898 smad_mean=0.7808 erk_mean=0.5751 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9886 ac_align_x=0.9949 model=linear
step=490 max_u=2.8000e+00 c_mean=3.3517e+01 c_y=7.1103e+00 c_m=2.6407e+01 g_mean=1.5960e+01 p_mean=0.5448 tgf_mean=1.0000 chemo_mean=0.0893 smad_mean=0.7808 erk_mean=0.5751 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9893 ac_align_x=0.9950 model=linear
step=500 max_u=2.8000e+00 c_mean=3.3940e+01 c_y=7.1053e+00 c_m=2.6834e+01 g_mean=1.6473e+01 p_mean=0.5448 tgf_mean=1.0000 chemo_mean=0.0889 smad_mean=0.7808 erk_mean=0.5750 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9897 ac_align_x=0.9951 model=linear
step=510 max_u=2.8000e+00 c_mean=3.4360e+01 c_y=7.1053e+00 c_m=2.7254e+01 g_mean=1.6990e+01 p_mean=0.5447 tgf_mean=1.0000 chemo_mean=0.0886 smad_mean=0.7808 erk_mean=0.5750 infl_mean=0.0000 scar_mean=0.0272 myo_frac=1.0000 a_align_x=0.9902 ac_align_x=0.9951 model=linear
animation_mp4=False
animation_gif=True
