device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3199e-02 c_y=3.3199e-02 c_m=0.0000e+00 g_mean=6.6398e-05 p_mean=0.0338 tgf_mean=0.1041 chemo_mean=0.0037 smad_mean=0.0250 erk_mean=0.0944 infl_mean=0.0558 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=170 max_u=2.8000e+00 c_mean=1.5191e+01 c_y=6.7539e+00 c_m=8.4370e+00 g_mean=2.5571e+00 p_mean=0.5491 tgf_mean=1.0000 chemo_mean=0.1174 smad_mean=0.7812 erk_mean=0.5778 infl_mean=0.0002 scar_mean=0.0247 myo_frac=1.0000 a_align_x=0.8274 ac_align_x=0.9217 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5946e+01 c_y=6.8343e+00 c_m=9.1121e+00 g_mean=2.8424e+00 p_mean=0.5488 tgf_mean=1.0000 chemo_mean=0.1159 smad_mean=0.7812 erk_mean=0.5777 infl_mean=0.0001 scar_mean=0.0251 myo_frac=1.0000 a_align_x=0.8393 ac_align_x=0.9284 model=linear
step=190 max_u=2.8000e+00 c_mean=1.6691e+01 c_y=6.9058e+00 c_m=9.7856e+00 g_mean=3.1398e+00 p_mean=0.5485 tgf_mean=1.0000 chemo_mean=0.1143 smad_mean=0.7811 erk_mean=0.5775 infl_mean=0.0001 scar_mean=0.0254 myo_frac=1.0000 a_align_x=0.8506 ac_align_x=0.9358 model=linear
step=200 max_u=2.8000e+00 c_mean=1.7421e+01 c_y=6.9652e+00 c_m=1.0456e+01 g_mean=3.4489e+00 p_mean=0.5482 tgf_mean=1.0000 chemo_mean=0.1125 smad_mean=0.7811 erk_mean=0.5774 infl_mean=0.0001 scar_mean=0.0257 myo_frac=1.0000 a_align_x=0.8617 ac_align_x=0.9426 model=linear
step=210 max_u=2.8000e+00 c_mean=1.8143e+01 c_y=7.0199e+00 c_m=1.1123e+01 g_mean=3.7694e+00 p_mean=0.5479 tgf_mean=1.0000 chemo_mean=0.1107 smad_mean=0.7811 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0260 myo_frac=1.0000 a_align_x=0.8721 ac_align_x=0.9480 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8853e+01 c_y=7.0677e+00 c_m=1.1785e+01 g_mean=4.1009e+00 p_mean=0.5476 tgf_mean=1.0000 chemo_mean=0.1088 smad_mean=0.7811 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0262 myo_frac=1.0000 a_align_x=0.8825 ac_align_x=0.9529 model=linear
step=230 max_u=2.8000e+00 c_mean=1.9546e+01 c_y=7.1036e+00 c_m=1.2442e+01 g_mean=4.4431e+00 p_mean=0.5474 tgf_mean=1.0000 chemo_mean=0.1069 smad_mean=0.7810 erk_mean=0.5768 infl_mean=0.0000 scar_mean=0.0263 myo_frac=1.0000 a_align_x=0.8929 ac_align_x=0.9576 model=linear
step=240 max_u=2.8000e+00 c_mean=2.0219e+01 c_y=7.1266e+00 c_m=1.3092e+01 g_mean=4.7954e+00 p_mean=0.5471 tgf_mean=1.0000 chemo_mean=0.1051 smad_mean=0.7810 erk_mean=0.5767 infl_mean=0.0000 scar_mean=0.0265 myo_frac=1.0000 a_align_x=0.9018 ac_align_x=0.9632 model=linear
step=250 max_u=2.8000e+00 c_mean=2.0877e+01 c_y=7.1427e+00 c_m=1.3734e+01 g_mean=5.1575e+00 p_mean=0.5469 tgf_mean=1.0000 chemo_mean=0.1034 smad_mean=0.7810 erk_mean=0.5765 infl_mean=0.0000 scar_mean=0.0266 myo_frac=1.0000 a_align_x=0.9095 ac_align_x=0.9677 model=linear
step=260 max_u=2.8000e+00 c_mean=2.1507e+01 c_y=7.1399e+00 c_m=1.4367e+01 g_mean=5.5287e+00 p_mean=0.5467 tgf_mean=1.0000 chemo_mean=0.1018 smad_mean=0.7810 erk_mean=0.5763 infl_mean=0.0000 scar_mean=0.0267 myo_frac=1.0000 a_align_x=0.9161 ac_align_x=0.9719 model=linear
step=270 max_u=2.8000e+00 c_mean=2.2122e+01 c_y=7.1324e+00 c_m=1.4989e+01 g_mean=5.9087e+00 p_mean=0.5465 tgf_mean=1.0000 chemo_mean=0.1003 smad_mean=0.7810 erk_mean=0.5762 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9216 ac_align_x=0.9752 model=linear
step=280 max_u=2.8000e+00 c_mean=2.2719e+01 c_y=7.1192e+00 c_m=1.5600e+01 g_mean=6.2969e+00 p_mean=0.5464 tgf_mean=1.0000 chemo_mean=0.0990 smad_mean=0.7810 erk_mean=0.5761 infl_mean=0.0000 scar_mean=0.0268 myo_frac=1.0000 a_align_x=0.9263 ac_align_x=0.9784 model=linear
step=290 max_u=2.8000e+00 c_mean=2.3304e+01 c_y=7.1042e+00 c_m=1.6199e+01 g_mean=6.6929e+00 p_mean=0.5462 tgf_mean=1.0000 chemo_mean=0.0978 smad_mean=0.7809 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9312 ac_align_x=0.9810 model=linear
step=300 max_u=2.8000e+00 c_mean=2.3885e+01 c_y=7.0972e+00 c_m=1.6788e+01 g_mean=7.0967e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0968 smad_mean=0.7809 erk_mean=0.5758 infl_mean=0.0000 scar_mean=0.0269 myo_frac=1.0000 a_align_x=0.9351 ac_align_x=0.9834 model=linear
step=310 max_u=2.8000e+00 c_mean=2.4471e+01 c_y=7.1040e+00 c_m=1.7367e+01 g_mean=7.5080e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0960 smad_mean=0.7809 erk_mean=0.5758 infl_mean=0.0000 scar_mean=0.0270 myo_frac=1.0000 a_align_x=0.9394 ac_align_x=0.9857 model=linear
animation_mp4=False
animation_gif=True
