device=cpu
step=0 max_u=2.8000e+00 c_mean=3.2597e-02 c_y=3.2597e-02 c_m=0.0000e+00 g_mean=6.5193e-05 p_mean=0.0327 tgf_mean=0.1000 chemo_mean=0.0017 smad_mean=0.0240 erk_mean=0.0941 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6284 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8798e+01 c_y=7.0584e+00 c_m=1.1739e+01 g_mean=4.0806e+00 p_mean=0.5471 tgf_mean=1.0000 chemo_mean=0.0995 smad_mean=0.7810 erk_mean=0.5760 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8825 ac_align_x=0.9531 model=linear
step=230 max_u=2.8000e+00 c_mean=1.9495e+01 c_y=7.0986e+00 c_m=1.2396e+01 g_mean=4.4219e+00 p_mean=0.5468 tgf_mean=1.0000 chemo_mean=0.0981 smad_mean=0.7810 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8928 ac_align_x=0.9581 model=linear
step=240 max_u=2.8000e+00 c_mean=2.0171e+01 c_y=7.1243e+00 c_m=1.3046e+01 g_mean=4.7735e+00 p_mean=0.5466 tgf_mean=1.0000 chemo_mean=0.0967 smad_mean=0.7810 erk_mean=0.5757 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9022 ac_align_x=0.9633 model=linear
step=250 max_u=2.8000e+00 c_mean=2.0827e+01 c_y=7.1379e+00 c_m=1.3689e+01 g_mean=5.1348e+00 p_mean=0.5464 tgf_mean=1.0000 chemo_mean=0.0954 smad_mean=0.7810 erk_mean=0.5756 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9099 ac_align_x=0.9676 model=linear
step=260 max_u=2.8000e+00 c_mean=2.1458e+01 c_y=7.1357e+00 c_m=1.4322e+01 g_mean=5.5053e+00 p_mean=0.5463 tgf_mean=1.0000 chemo_mean=0.0942 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9165 ac_align_x=0.9715 model=linear
step=270 max_u=2.8000e+00 c_mean=2.2073e+01 c_y=7.1293e+00 c_m=1.4944e+01 g_mean=5.8845e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0930 smad_mean=0.7809 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9217 ac_align_x=0.9750 model=linear
step=280 max_u=2.8000e+00 c_mean=2.2680e+01 c_y=7.1238e+00 c_m=1.5556e+01 g_mean=6.2721e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0920 smad_mean=0.7809 erk_mean=0.5753 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9268 ac_align_x=0.9780 model=linear
step=290 max_u=2.8000e+00 c_mean=2.3274e+01 c_y=7.1169e+00 c_m=1.6157e+01 g_mean=6.6677e+00 p_mean=0.5459 tgf_mean=1.0000 chemo_mean=0.0910 smad_mean=0.7809 erk_mean=0.5752 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9317 ac_align_x=0.9802 model=linear
step=300 max_u=2.8000e+00 c_mean=2.3854e+01 c_y=7.1058e+00 c_m=1.6748e+01 g_mean=7.0711e+00 p_mean=0.5458 tgf_mean=1.0000 chemo_mean=0.0902 smad_mean=0.7809 erk_mean=0.5751 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9361 ac_align_x=0.9819 model=linear
step=310 max_u=2.8000e+00 c_mean=2.4437e+01 c_y=7.1092e+00 c_m=1.7328e+01 g_mean=7.4820e+00 p_mean=0.5457 tgf_mean=1.0000 chemo_mean=0.0895 smad_mean=0.7809 erk_mean=0.5750 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9407 ac_align_x=0.9840 model=linear
step=320 max_u=2.8000e+00 c_mean=2.5016e+01 c_y=7.1157e+00 c_m=1.7900e+01 g_mean=7.9005e+00 p_mean=0.5457 tgf_mean=1.0000 chemo_mean=0.0889 smad_mean=0.7809 erk_mean=0.5750 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9449 ac_align_x=0.9863 model=linear
step=330 max_u=2.8000e+00 c_mean=2.5580e+01 c_y=7.1161e+00 c_m=1.8464e+01 g_mean=8.3261e+00 p_mean=0.5457 tgf_mean=1.0000 chemo_mean=0.0884 smad_mean=0.7809 erk_mean=0.5749 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9484 ac_align_x=0.9882 model=linear
step=340 max_u=2.8000e+00 c_mean=2.6137e+01 c_y=7.1188e+00 c_m=1.9018e+01 g_mean=8.7586e+00 p_mean=0.5456 tgf_mean=1.0000 chemo_mean=0.0879 smad_mean=0.7809 erk_mean=0.5749 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9518 ac_align_x=0.9898 model=linear
step=350 max_u=2.8000e+00 c_mean=2.6689e+01 c_y=7.1240e+00 c_m=1.9565e+01 g_mean=9.1979e+00 p_mean=0.5456 tgf_mean=1.0000 chemo_mean=0.0876 smad_mean=0.7809 erk_mean=0.5748 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9556 ac_align_x=0.9911 model=linear
step=360 max_u=2.8000e+00 c_mean=2.7228e+01 c_y=7.1248e+00 c_m=2.0103e+01 g_mean=9.6436e+00 p_mean=0.5456 tgf_mean=1.0000 chemo_mean=0.0872 smad_mean=0.7809 erk_mean=0.5748 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9594 ac_align_x=0.9921 model=linear
step=370 max_u=2.8000e+00 c_mean=2.7748e+01 c_y=7.1159e+00 c_m=2.0632e+01 g_mean=1.0095e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0870 smad_mean=0.7809 erk_mean=0.5748 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9628 ac_align_x=0.9930 model=linear
step=380 max_u=2.8000e+00 c_mean=2.8257e+01 c_y=7.1054e+00 c_m=2.1151e+01 g_mean=1.0553e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0867 smad_mean=0.7809 erk_mean=0.5748 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9660 ac_align_x=0.9937 model=linear
step=390 max_u=2.8000e+00 c_mean=2.8762e+01 c_y=7.1008e+00 c_m=2.1661e+01 g_mean=1.1016e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0865 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9693 ac_align_x=0.9942 model=linear
step=400 max_u=2.8000e+00 c_mean=2.9250e+01 c_y=7.0874e+00 c_m=2.2163e+01 g_mean=1.1484e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0864 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9727 ac_align_x=0.9946 model=linear
step=410 max_u=2.8000e+00 c_mean=2.9734e+01 c_y=7.0798e+00 c_m=2.2655e+01 g_mean=1.1958e+01 p_mean=0.5455 tgf_mean=1.0000 chemo_mean=0.0862 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9758 ac_align_x=0.9950 model=linear
step=420 max_u=2.8000e+00 c_mean=3.0216e+01 c_y=7.0777e+00 c_m=2.3138e+01 g_mean=1.2436e+01 p_mean=0.5454 tgf_mean=1.0000 chemo_mean=0.0861 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9785 ac_align_x=0.9952 model=linear
step=430 max_u=2.8000e+00 c_mean=3.0686e+01 c_y=7.0725e+00 c_m=2.3613e+01 g_mean=1.2919e+01 p_mean=0.5454 tgf_mean=1.0000 chemo_mean=0.0859 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9808 ac_align_x=0.9954 model=linear
step=440 max_u=2.8000e+00 c_mean=3.1156e+01 c_y=7.0752e+00 c_m=2.4081e+01 g_mean=1.3407e+01 p_mean=0.5453 tgf_mean=1.0000 chemo_mean=0.0858 smad_mean=0.7809 erk_mean=0.5747 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9827 ac_align_x=0.9955 model=linear
step=450 max_u=2.8000e+00 c_mean=3.1627e+01 c_y=7.0849e+00 c_m=2.4542e+01 g_mean=1.3899e+01 p_mean=0.5453 tgf_mean=1.0000 chemo_mean=0.0857 smad_mean=0.7809 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9843 ac_align_x=0.9956 model=linear
step=460 max_u=2.8000e+00 c_mean=3.2101e+01 c_y=7.1038e+00 c_m=2.4997e+01 g_mean=1.4395e+01 p_mean=0.5452 tgf_mean=1.0000 chemo_mean=0.0855 smad_mean=0.7809 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9859 ac_align_x=0.9957 model=linear
step=470 max_u=2.8000e+00 c_mean=3.2567e+01 c_y=7.1200e+00 c_m=2.5447e+01 g_mean=1.4896e+01 p_mean=0.5452 tgf_mean=1.0000 chemo_mean=0.0854 smad_mean=0.7809 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9874 ac_align_x=0.9958 model=linear
step=480 max_u=2.8000e+00 c_mean=3.3028e+01 c_y=7.1358e+00 c_m=2.5892e+01 g_mean=1.5401e+01 p_mean=0.5451 tgf_mean=1.0000 chemo_mean=0.0852 smad_mean=0.7808 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9886 ac_align_x=0.9958 model=linear
step=490 max_u=2.8000e+00 c_mean=3.3479e+01 c_y=7.1471e+00 c_m=2.6332e+01 g_mean=1.5911e+01 p_mean=0.5451 tgf_mean=1.0000 chemo_mean=0.0851 smad_mean=0.7808 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9897 ac_align_x=0.9958 model=linear
step=500 max_u=2.8000e+00 c_mean=3.3906e+01 c_y=7.1416e+00 c_m=2.6765e+01 g_mean=1.6423e+01 p_mean=0.5450 tgf_mean=1.0000 chemo_mean=0.0849 smad_mean=0.7808 erk_mean=0.5746 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9906 ac_align_x=0.9959 model=linear
step=510 max_u=2.8000e+00 c_mean=3.4320e+01 c_y=7.1302e+00 c_m=2.7190e+01 g_mean=1.6940e+01 p_mean=0.5450 tgf_mean=1.0000 chemo_mean=0.0848 smad_mean=0.7808 erk_mean=0.5745 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9913 ac_align_x=0.9959 model=linear
animation_mp4=False
animation_gif=True
