device=cpu
step=0 max_u=1.0000e+00 c_mean=3.1492e-02 c_y=3.1492e-02 c_m=0.0000e+00 g_mean=6.2984e-05 p_mean=0.0303 tgf_mean=0.1000 chemo_mean=0.0002 smad_mean=0.0240 erk_mean=0.0940 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=110 max_u=1.0000e+00 c_mean=9.9586e+00 c_y=5.7180e+00 c_m=4.2407e+00 g_mean=1.0669e+00 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0119 smad_mean=0.7786 erk_mean=0.5665 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.7388 ac_align_x=0.8189 model=linear
step=120 max_u=1.0000e+00 c_mean=1.0793e+01 c_y=5.9274e+00 c_m=4.8660e+00 g_mean=1.2637e+00 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0123 smad_mean=0.7787 erk_mean=0.5666 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7546 ac_align_x=0.8388 model=linear
step=130 max_u=1.0000e+00 c_mean=1.1608e+01 c_y=6.1028e+00 c_m=5.5047e+00 g_mean=1.4750e+00 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0127 smad_mean=0.7787 erk_mean=0.5666 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7708 ac_align_x=0.8563 model=linear
step=140 max_u=1.0000e+00 c_mean=1.2397e+01 c_y=6.2442e+00 c_m=6.1523e+00 g_mean=1.7001e+00 p_mean=0.5245 tgf_mean=1.0000 chemo_mean=0.0131 smad_mean=0.7787 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7867 ac_align_x=0.8718 model=linear
step=150 max_u=1.0000e+00 c_mean=1.3175e+01 c_y=6.3692e+00 c_m=6.8054e+00 g_mean=1.9386e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0134 smad_mean=0.7787 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8027 ac_align_x=0.8851 model=linear
step=160 max_u=1.0000e+00 c_mean=1.3937e+01 c_y=6.4754e+00 c_m=7.4619e+00 g_mean=2.1900e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0138 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8174 ac_align_x=0.8970 model=linear
step=170 max_u=1.0000e+00 c_mean=1.4685e+01 c_y=6.5648e+00 c_m=8.1199e+00 g_mean=2.4539e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0141 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8307 ac_align_x=0.9073 model=linear
step=180 max_u=1.0000e+00 c_mean=1.5427e+01 c_y=6.6495e+00 c_m=8.7776e+00 g_mean=2.7300e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0145 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8436 ac_align_x=0.9161 model=linear
step=190 max_u=1.0000e+00 c_mean=1.6158e+01 c_y=6.7231e+00 c_m=9.4345e+00 g_mean=3.0180e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0148 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8553 ac_align_x=0.9248 model=linear
step=200 max_u=1.0000e+00 c_mean=1.6866e+01 c_y=6.7777e+00 c_m=1.0089e+01 g_mean=3.3175e+00 p_mean=0.5250 tgf_mean=1.0000 chemo_mean=0.0151 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8664 ac_align_x=0.9336 model=linear
step=210 max_u=1.0000e+00 c_mean=1.7553e+01 c_y=6.8153e+00 c_m=1.0738e+01 g_mean=3.6278e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0155 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8768 ac_align_x=0.9405 model=linear
step=220 max_u=1.0000e+00 c_mean=1.8236e+01 c_y=6.8547e+00 c_m=1.1382e+01 g_mean=3.9487e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0157 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8855 ac_align_x=0.9457 model=linear
step=230 max_u=1.0000e+00 c_mean=1.8907e+01 c_y=6.8877e+00 c_m=1.2019e+01 g_mean=4.2799e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0159 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8937 ac_align_x=0.9498 model=linear
step=240 max_u=1.0000e+00 c_mean=1.9566e+01 c_y=6.9151e+00 c_m=1.2651e+01 g_mean=4.6209e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0161 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9011 ac_align_x=0.9542 model=linear
step=250 max_u=1.0000e+00 c_mean=2.0209e+01 c_y=6.9344e+00 c_m=1.3275e+01 g_mean=4.9716e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9075 ac_align_x=0.9588 model=linear
step=260 max_u=1.0000e+00 c_mean=2.0833e+01 c_y=6.9425e+00 c_m=1.3890e+01 g_mean=5.3313e+00 p_mean=0.5250 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9137 ac_align_x=0.9627 model=linear
step=270 max_u=1.0000e+00 c_mean=2.1453e+01 c_y=6.9559e+00 c_m=1.4497e+01 g_mean=5.6998e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0161 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9198 ac_align_x=0.9662 model=linear
step=280 max_u=1.0000e+00 c_mean=2.2072e+01 c_y=6.9746e+00 c_m=1.5097e+01 g_mean=6.0770e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0160 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9255 ac_align_x=0.9694 model=linear
step=290 max_u=1.0000e+00 c_mean=2.2668e+01 c_y=6.9791e+00 c_m=1.5688e+01 g_mean=6.4626e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0158 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.9314 ac_align_x=0.9719 model=linear
step=300 max_u=1.0000e+00 c_mean=2.3240e+01 c_y=6.9695e+00 c_m=1.6270e+01 g_mean=6.8558e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0157 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9367 ac_align_x=0.9748 model=linear
step=310 max_u=1.0000e+00 c_mean=2.3811e+01 c_y=6.9689e+00 c_m=1.6842e+01 g_mean=7.2565e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0155 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9409 ac_align_x=0.9776 model=linear
step=320 max_u=1.0000e+00 c_mean=2.4372e+01 c_y=6.9675e+00 c_m=1.7405e+01 g_mean=7.6646e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0153 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9447 ac_align_x=0.9802 model=linear
step=330 max_u=1.0000e+00 c_mean=2.4933e+01 c_y=6.9748e+00 c_m=1.7959e+01 g_mean=8.0797e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0151 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9476 ac_align_x=0.9825 model=linear
step=340 max_u=1.0000e+00 c_mean=2.5496e+01 c_y=6.9904e+00 c_m=1.8505e+01 g_mean=8.5018e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0149 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9502 ac_align_x=0.9843 model=linear
step=350 max_u=1.0000e+00 c_mean=2.6047e+01 c_y=7.0024e+00 c_m=1.9045e+01 g_mean=8.9309e+00 p_mean=0.5245 tgf_mean=1.0000 chemo_mean=0.0147 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9528 ac_align_x=0.9858 model=linear
step=360 max_u=1.0000e+00 c_mean=2.6588e+01 c_y=7.0108e+00 c_m=1.9577e+01 g_mean=9.3665e+00 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0145 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9556 ac_align_x=0.9870 model=linear
step=370 max_u=1.0000e+00 c_mean=2.7109e+01 c_y=7.0080e+00 c_m=2.0101e+01 g_mean=9.8084e+00 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0143 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9593 ac_align_x=0.9881 model=linear
step=380 max_u=1.0000e+00 c_mean=2.7614e+01 c_y=6.9977e+00 c_m=2.0616e+01 g_mean=1.0256e+01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0141 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9629 ac_align_x=0.9889 model=linear
step=390 max_u=1.0000e+00 c_mean=2.8107e+01 c_y=6.9853e+00 c_m=2.1122e+01 g_mean=1.0709e+01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0139 smad_mean=0.7786 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9663 ac_align_x=0.9896 model=linear
step=400 max_u=1.0000e+00 c_mean=2.8586e+01 c_y=6.9689e+00 c_m=2.1618e+01 g_mean=1.1167e+01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0138 smad_mean=0.7786 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9693 ac_align_x=0.9902 model=linear
step=410 max_u=1.0000e+00 c_mean=2.9062e+01 c_y=6.9584e+00 c_m=2.2104e+01 g_mean=1.1631e+01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0136 smad_mean=0.7786 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9722 ac_align_x=0.9907 model=linear
step=420 max_u=1.0000e+00 c_mean=2.9525e+01 c_y=6.9440e+00 c_m=2.2581e+01 g_mean=1.2099e+01 p_mean=0.5242 tgf_mean=1.0000 chemo_mean=0.0135 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9748 ac_align_x=0.9911 model=linear
step=430 max_u=1.0000e+00 c_mean=2.9985e+01 c_y=6.9359e+00 c_m=2.3049e+01 g_mean=1.2571e+01 p_mean=0.5242 tgf_mean=1.0000 chemo_mean=0.0134 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9773 ac_align_x=0.9914 model=linear
step=440 max_u=1.0000e+00 c_mean=3.0453e+01 c_y=6.9438e+00 c_m=2.3510e+01 g_mean=1.3048e+01 p_mean=0.5242 tgf_mean=1.0000 chemo_mean=0.0133 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9796 ac_align_x=0.9917 model=linear
step=450 max_u=1.0000e+00 c_mean=3.0920e+01 c_y=6.9561e+00 c_m=2.3964e+01 g_mean=1.3530e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0132 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9817 ac_align_x=0.9919 model=linear
step=460 max_u=1.0000e+00 c_mean=3.1392e+01 c_y=6.9789e+00 c_m=2.4413e+01 g_mean=1.4016e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0131 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9835 ac_align_x=0.9921 model=linear
step=470 max_u=1.0000e+00 c_mean=3.1867e+01 c_y=7.0091e+00 c_m=2.4858e+01 g_mean=1.4506e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0130 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9850 ac_align_x=0.9923 model=linear
step=480 max_u=1.0000e+00 c_mean=3.2335e+01 c_y=7.0350e+00 c_m=2.5300e+01 g_mean=1.5002e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0129 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9864 ac_align_x=0.9924 model=linear
step=490 max_u=1.0000e+00 c_mean=3.2793e+01 c_y=7.0554e+00 c_m=2.5737e+01 g_mean=1.5501e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0128 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9875 ac_align_x=0.9925 model=linear
step=500 max_u=1.0000e+00 c_mean=3.3235e+01 c_y=7.0657e+00 c_m=2.6170e+01 g_mean=1.6005e+01 p_mean=0.5240 tgf_mean=1.0000 chemo_mean=0.0127 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9884 ac_align_x=0.9926 model=linear
step=510 max_u=1.0000e+00 c_mean=3.3666e+01 c_y=7.0696e+00 c_m=2.6596e+01 g_mean=1.6512e+01 p_mean=0.5240 tgf_mean=1.0000 chemo_mean=0.0126 smad_mean=0.7786 erk_mean=0.5666 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9892 ac_align_x=0.9926 model=linear
animation_mp4=False
animation_gif=True
