device=cpu
step=0 max_u=2.8000e+00 c_mean=3.2597e-02 c_y=3.2597e-02 c_m=0.0000e+00 g_mean=6.5193e-05 p_mean=0.0327 tgf_mean=0.1000 chemo_mean=0.0017 smad_mean=0.0240 erk_mean=0.0941 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6284 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8798e+01 c_y=7.0584e+00 c_m=1.1739e+01 g_mean=4.0806e+00 p_mean=0.5471 tgf_mean=1.0000 chemo_mean=0.0995 smad_mean=0.7810 erk_mean=0.5760 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8825 ac_align_x=0.9531 model=linear
step=230 max_u=2.8000e+00 c_mean=1.9495e+01 c_y=7.0986e+00 c_m=1.2396e+01 g_mean=4.4219e+00 p_mean=0.5468 tgf_mean=1.0000 chemo_mean=0.0981 smad_mean=0.7810 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8928 ac_align_x=0.9581 model=linear
step=240 max_u=2.8000e+00 c_mean=2.0171e+01 c_y=7.1243e+00 c_m=1.3046e+01 g_mean=4.7735e+00 p_mean=0.5466 tgf_mean=1.0000 chemo_mean=0.0967 smad_mean=0.7810 erk_mean=0.5757 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9022 ac_align_x=0.9633 model=linear
step=250 max_u=2.8000e+00 c_mean=2.0827e+01 c_y=7.1379e+00 c_m=1.3689e+01 g_mean=5.1348e+00 p_mean=0.5464 tgf_mean=1.0000 chemo_mean=0.0954 smad_mean=0.7810 erk_mean=0.5756 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9099 ac_align_x=0.9676 model=linear
step=260 max_u=2.8000e+00 c_mean=2.1458e+01 c_y=7.1357e+00 c_m=1.4322e+01 g_mean=5.5053e+00 p_mean=0.5463 tgf_mean=1.0000 chemo_mean=0.0942 smad_mean=0.7809 erk_mean=0.5755 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9165 ac_align_x=0.9715 model=linear
step=270 max_u=2.8000e+00 c_mean=2.2073e+01 c_y=7.1293e+00 c_m=1.4944e+01 g_mean=5.8845e+00 p_mean=0.5461 tgf_mean=1.0000 chemo_mean=0.0930 smad_mean=0.7809 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9217 ac_align_x=0.9750 model=linear
step=280 max_u=2.8000e+00 c_mean=2.2680e+01 c_y=7.1238e+00 c_m=1.5556e+01 g_mean=6.2721e+00 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0920 smad_mean=0.7809 erk_mean=0.5753 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9268 ac_align_x=0.9780 model=linear
step=290 max_u=2.8000e+00 c_mean=2.3274e+01 c_y=7.1168e+00 c_m=1.6157e+01 g_mean=6.6677e+00 p_mean=0.5459 tgf_mean=1.0000 chemo_mean=0.0910 smad_mean=0.7809 erk_mean=0.5752 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9317 ac_align_x=0.9802 model=linear
step=300 max_u=2.8000e+00 c_mean=2.3853e+01 c_y=7.1057e+00 c_m=1.6748e+01 g_mean=7.0711e+00 p_mean=0.5458 tgf_mean=1.0000 chemo_mean=0.0902 smad_mean=0.7809 erk_mean=0.5751 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9361 ac_align_x=0.9819 model=linear
step=310 max_u=2.8000e+00 c_mean=2.4437e+01 c_y=7.1090e+00 c_m=1.7328e+01 g_mean=7.4820e+00 p_mean=0.5457 tgf_mean=1.0000 chemo_mean=0.0895 smad_mean=0.7809 erk_mean=0.5750 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9407 ac_align_x=0.9840 model=linear
animation_mp4=False
animation_gif=True
