device=cpu
step=0 max_u=1.0000e+00 c_mean=3.1689e-02 c_y=3.1689e-02 c_m=0.0000e+00 g_mean=6.3379e-05 p_mean=0.0303 tgf_mean=0.1000 chemo_mean=0.0002 smad_mean=0.0240 erk_mean=0.0940 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=180 max_u=1.0000e+00 c_mean=1.5670e+01 c_y=6.7465e+00 c_m=8.9239e+00 g_mean=2.7762e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7788 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8403 ac_align_x=0.9154 model=linear
step=190 max_u=1.0000e+00 c_mean=1.6408e+01 c_y=6.8181e+00 c_m=9.5900e+00 g_mean=3.0687e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0165 smad_mean=0.7788 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8513 ac_align_x=0.9231 model=linear
step=200 max_u=1.0000e+00 c_mean=1.7127e+01 c_y=6.8738e+00 c_m=1.0253e+01 g_mean=3.3728e+00 p_mean=0.5255 tgf_mean=1.0000 chemo_mean=0.0168 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8617 ac_align_x=0.9303 model=linear
step=210 max_u=1.0000e+00 c_mean=1.7832e+01 c_y=6.9202e+00 c_m=1.0912e+01 g_mean=3.6879e+00 p_mean=0.5255 tgf_mean=1.0000 chemo_mean=0.0170 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8717 ac_align_x=0.9373 model=linear
step=220 max_u=1.0000e+00 c_mean=1.8530e+01 c_y=6.9651e+00 c_m=1.1565e+01 g_mean=4.0139e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0171 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8819 ac_align_x=0.9437 model=linear
step=230 max_u=1.0000e+00 c_mean=1.9215e+01 c_y=7.0017e+00 c_m=1.2213e+01 g_mean=4.3505e+00 p_mean=0.5254 tgf_mean=1.0000 chemo_mean=0.0171 smad_mean=0.7788 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8922 ac_align_x=0.9484 model=linear
step=240 max_u=1.0000e+00 c_mean=1.9881e+01 c_y=7.0262e+00 c_m=1.2855e+01 g_mean=4.6971e+00 p_mean=0.5253 tgf_mean=1.0000 chemo_mean=0.0170 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9012 ac_align_x=0.9522 model=linear
step=250 max_u=1.0000e+00 c_mean=2.0530e+01 c_y=7.0416e+00 c_m=1.3489e+01 g_mean=5.0533e+00 p_mean=0.5252 tgf_mean=1.0000 chemo_mean=0.0169 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9089 ac_align_x=0.9561 model=linear
step=260 max_u=1.0000e+00 c_mean=2.1162e+01 c_y=7.0482e+00 c_m=1.4114e+01 g_mean=5.4187e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0167 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9155 ac_align_x=0.9594 model=linear
step=270 max_u=1.0000e+00 c_mean=2.1784e+01 c_y=7.0541e+00 c_m=1.4730e+01 g_mean=5.7930e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0165 smad_mean=0.7787 erk_mean=0.5671 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9212 ac_align_x=0.9620 model=linear
step=280 max_u=1.0000e+00 c_mean=2.2392e+01 c_y=7.0556e+00 c_m=1.5336e+01 g_mean=6.1757e+00 p_mean=0.5250 tgf_mean=1.0000 chemo_mean=0.0162 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9265 ac_align_x=0.9657 model=linear
step=290 max_u=1.0000e+00 c_mean=2.2987e+01 c_y=7.0542e+00 c_m=1.5933e+01 g_mean=6.5666e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0159 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.9311 ac_align_x=0.9694 model=linear
step=300 max_u=1.0000e+00 c_mean=2.3567e+01 c_y=7.0472e+00 c_m=1.6520e+01 g_mean=6.9653e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0157 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9356 ac_align_x=0.9727 model=linear
step=310 max_u=1.0000e+00 c_mean=2.4147e+01 c_y=7.0497e+00 c_m=1.7098e+01 g_mean=7.3715e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0154 smad_mean=0.7787 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9404 ac_align_x=0.9756 model=linear
step=320 max_u=1.0000e+00 c_mean=2.4714e+01 c_y=7.0480e+00 c_m=1.7666e+01 g_mean=7.7852e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0152 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9447 ac_align_x=0.9784 model=linear
step=330 max_u=1.0000e+00 c_mean=2.5266e+01 c_y=7.0417e+00 c_m=1.8225e+01 g_mean=8.2058e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0151 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9486 ac_align_x=0.9807 model=linear
step=340 max_u=1.0000e+00 c_mean=2.5810e+01 c_y=7.0365e+00 c_m=1.8774e+01 g_mean=8.6332e+00 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0149 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9522 ac_align_x=0.9826 model=linear
step=350 max_u=1.0000e+00 c_mean=2.6350e+01 c_y=7.0362e+00 c_m=1.9314e+01 g_mean=9.0670e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0148 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9550 ac_align_x=0.9841 model=linear
step=360 max_u=1.0000e+00 c_mean=2.6882e+01 c_y=7.0367e+00 c_m=1.9845e+01 g_mean=9.5073e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0147 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9572 ac_align_x=0.9852 model=linear
step=370 max_u=1.0000e+00 c_mean=2.7393e+01 c_y=7.0251e+00 c_m=2.0368e+01 g_mean=9.9535e+00 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0146 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9597 ac_align_x=0.9860 model=linear
step=380 max_u=1.0000e+00 c_mean=2.7885e+01 c_y=7.0043e+00 c_m=2.0880e+01 g_mean=1.0405e+01 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0146 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9620 ac_align_x=0.9866 model=linear
step=390 max_u=1.0000e+00 c_mean=2.8371e+01 c_y=6.9889e+00 c_m=2.1382e+01 g_mean=1.0862e+01 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0145 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9638 ac_align_x=0.9870 model=linear
step=400 max_u=1.0000e+00 c_mean=2.8857e+01 c_y=6.9819e+00 c_m=2.1875e+01 g_mean=1.1324e+01 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0145 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9657 ac_align_x=0.9872 model=linear
step=410 max_u=1.0000e+00 c_mean=2.9345e+01 c_y=6.9857e+00 c_m=2.2359e+01 g_mean=1.1791e+01 p_mean=0.5245 tgf_mean=1.0000 chemo_mean=0.0144 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9678 ac_align_x=0.9873 model=linear
step=420 max_u=1.0000e+00 c_mean=2.9832e+01 c_y=6.9953e+00 c_m=2.2837e+01 g_mean=1.2264e+01 p_mean=0.5245 tgf_mean=1.0000 chemo_mean=0.0143 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9700 ac_align_x=0.9873 model=linear
step=430 max_u=1.0000e+00 c_mean=3.0313e+01 c_y=7.0050e+00 c_m=2.3308e+01 g_mean=1.2741e+01 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0141 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9719 ac_align_x=0.9872 model=linear
step=440 max_u=1.0000e+00 c_mean=3.0791e+01 c_y=7.0179e+00 c_m=2.3773e+01 g_mean=1.3223e+01 p_mean=0.5244 tgf_mean=1.0000 chemo_mean=0.0140 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.9735 ac_align_x=0.9870 model=linear
step=450 max_u=1.0000e+00 c_mean=3.1262e+01 c_y=7.0303e+00 c_m=2.4232e+01 g_mean=1.3709e+01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0138 smad_mean=0.7786 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9748 ac_align_x=0.9873 model=linear
step=460 max_u=1.0000e+00 c_mean=3.1730e+01 c_y=7.0449e+00 c_m=2.4685e+01 g_mean=1.4200e+01 p_mean=0.5242 tgf_mean=1.0000 chemo_mean=0.0137 smad_mean=0.7786 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9762 ac_align_x=0.9876 model=linear
step=470 max_u=1.0000e+00 c_mean=3.2193e+01 c_y=7.0601e+00 c_m=2.5133e+01 g_mean=1.4696e+01 p_mean=0.5242 tgf_mean=1.0000 chemo_mean=0.0135 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9777 ac_align_x=0.9880 model=linear
step=480 max_u=1.0000e+00 c_mean=3.2631e+01 c_y=7.0554e+00 c_m=2.5575e+01 g_mean=1.5195e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0133 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9791 ac_align_x=0.9883 model=linear
step=490 max_u=1.0000e+00 c_mean=3.3055e+01 c_y=7.0461e+00 c_m=2.6009e+01 g_mean=1.5698e+01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0132 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9804 ac_align_x=0.9886 model=linear
step=500 max_u=1.0000e+00 c_mean=3.3464e+01 c_y=7.0292e+00 c_m=2.6434e+01 g_mean=1.6205e+01 p_mean=0.5240 tgf_mean=1.0000 chemo_mean=0.0130 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9819 ac_align_x=0.9888 model=linear
step=510 max_u=1.0000e+00 c_mean=3.3868e+01 c_y=7.0170e+00 c_m=2.6851e+01 g_mean=1.6714e+01 p_mean=0.5239 tgf_mean=1.0000 chemo_mean=0.0128 smad_mean=0.7786 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.9832 ac_align_x=0.9890 model=linear
animation_mp4=False
animation_gif=True
